=== cf top-up Wed Jun 10 16:52:10 EDT 2026 ===
Streaming OwensLab/CommunityForensics-Small (split=train)...
Resuming — 8624 images from 227 generators already on disk.

CommunityForensics: 0img [00:00, ?img/s]
CommunityForensics: 1img [00:36, 36.66s/img]
CommunityForensics: 2img [00:37, 15.42s/img]
CommunityForensics: 4img [00:37,  5.80s/img]
CommunityForensics: 18906img [27:33, 96.55img/s] 
CommunityForensics: 18919img [27:33, 104.32img/s]
CommunityForensics: 18930img [27:33, 102.00img/s]
CommunityForensics: 18941img [27:33, 99.05img/s] 
CommunityForensics: 18954img [27:33, 106.16img/s]
CommunityForensics: 18966img [27:34, 107.77img/s]
CommunityForensics: 18978img [27:34, 111.03img/s]
CommunityForensics: 18990img [27:34, 109.05img/s]
CommunityForensics: 19001img [27:34, 95.19img/s] 
CommunityForensics: 19011img [27:34, 92.50img/s]
CommunityForensics: 19022img [27:34, 93.47img/s]
CommunityForensics: 19033img [27:34, 96.63img/s]
CommunityForensics: 19046img [27:34, 104.88img/s]
CommunityForensics: 19057img [27:34, 93.80img/s] 
CommunityForensics: 19068img [27:35, 97.62img/s]
CommunityForensics: 19079img [27:35, 97.31img/s]
CommunityForensics: 19090img [27:35, 99.50img/s]
CommunityForensics: 19103img [27:35, 104.73img/s]
CommunityForensics: 19114img [27:35, 99.51img/s] 
CommunityForensics: 19125img [27:35, 86.41img/s]
CommunityForensics: 19135img [27:35, 85.24img/s]
CommunityForensics: 19146img [27:35, 88.54img/s]
CommunityForensics: 19156img [27:36, 87.87img/s]
CommunityForensics: 19165img [27:36, 88.14img/s]
CommunityForensics: 19175img [27:36, 88.07img/s]
CommunityForensics: 19187img [27:36, 95.75img/s]
CommunityForensics: 19197img [27:36, 91.38img/s]
CommunityForensics: 19207img [27:36, 90.37img/s]
CommunityForensics: 19217img [27:36, 89.37img/s]
CommunityForensics: 19226img [27:36, 64.90img/s]
CommunityForensics: 19234img [27:37, 66.37img/s]
CommunityForensics: 19244img [27:37, 74.08img/s]
CommunityForensics: 19253img [27:37, 76.18img/s]
CommunityForensics: 19262img [27:37, 72.12img/s]
CommunityForensics: 19272img [27:37, 78.57img/s]
CommunityForensics: 19282img [27:37, 82.97img/s]
CommunityForensics: 19291img [27:37, 78.88img/s]
CommunityForensics: 19302img [27:37, 85.94img/s]
CommunityForensics: 19311img [27:37, 85.06img/s]
CommunityForensics: 19321img [27:38, 86.90img/s]
CommunityForensics: 19331img [27:38, 90.41img/s]
CommunityForensics: 19342img [27:38, 95.28img/s]
CommunityForensics: 19352img [27:38, 95.64img/s]
CommunityForensics: 19362img [27:38, 93.44img/s]
CommunityForensics: 19372img [27:38, 90.88img/s]
CommunityForensics: 19383img [27:38, 94.37img/s]
CommunityForensics: 19393img [27:38, 91.05img/s]
CommunityForensics: 19404img [27:38, 95.46img/s]
CommunityForensics: 19416img [27:39, 98.80img/s]
CommunityForensics: 19426img [27:39, 94.52img/s]
CommunityForensics: 19439img [27:39, 103.48img/s]
CommunityForensics: 19450img [27:39, 104.12img/s]
CommunityForensics: 19462img [27:39, 107.74img/s]
CommunityForensics: 19474img [27:39, 107.71img/s]
CommunityForensics: 19485img [27:39, 105.60img/s]
CommunityForensics: 19496img [27:39, 98.94img/s] 
CommunityForensics: 19507img [27:39, 101.19img/s]
CommunityForensics: 19518img [27:40, 98.27img/s] 
CommunityForensics: 19528img [27:40, 87.94img/s]
CommunityForensics: 19540img [27:40, 94.35img/s]
CommunityForensics: 19550img [27:40, 90.53img/s]
CommunityForensics: 19562img [27:40, 97.21img/s]
CommunityForensics: 19572img [27:40, 94.10img/s]
CommunityForensics: 19582img [27:40, 94.35img/s]
CommunityForensics: 19593img [27:40, 96.78img/s]
CommunityForensics: 19605img [27:40, 100.04img/s]
CommunityForensics: 19616img [27:41, 98.58img/s] 
CommunityForensics: 19626img [27:41, 98.58img/s]
CommunityForensics: 19639img [27:41, 103.06img/s]
CommunityForensics: 19652img [27:41, 105.37img/s]
CommunityForensics: 19663img [27:41, 101.52img/s]
CommunityForensics: 19675img [27:41, 103.93img/s]
CommunityForensics: 19686img [27:41, 95.31img/s] 
CommunityForensics: 19697img [27:41, 99.05img/s]
CommunityForensics: 19708img [27:42, 96.95img/s]
CommunityForensics: 19718img [27:42, 97.21img/s]
CommunityForensics: 19729img [27:42, 99.30img/s]
CommunityForensics: 19742img [27:42, 104.25img/s]
CommunityForensics: 19753img [27:42, 101.09img/s]
CommunityForensics: 19765img [27:42, 101.38img/s]
CommunityForensics: 19776img [27:42, 98.39img/s] 
CommunityForensics: 19786img [27:42, 93.55img/s]
CommunityForensics: 19799img [27:42, 102.32img/s]
CommunityForensics: 19813img [27:43, 110.56img/s]
CommunityForensics: 19825img [27:43, 111.79img/s]
CommunityForensics: 19839img [27:43, 115.40img/s]
CommunityForensics: 19851img [27:43, 108.59img/s]
CommunityForensics: 19862img [27:43, 100.44img/s]
CommunityForensics: 19873img [27:43, 99.36img/s] 
CommunityForensics: 19884img [27:43, 100.96img/s]
CommunityForensics: 19895img [27:43, 98.41img/s] 
CommunityForensics: 19907img [27:43, 103.29img/s]
CommunityForensics: 19920img [27:44, 109.87img/s]
CommunityForensics: 19932img [27:44, 105.61img/s]
CommunityForensics: 19944img [27:44, 107.48img/s]
CommunityForensics: 19955img [27:44, 103.13img/s]
CommunityForensics: 19966img [27:44, 93.12img/s] 
CommunityForensics: 19977img [27:44, 97.34img/s]
CommunityForensics: 19987img [27:44, 97.97img/s]
CommunityForensics: 20000img [27:44, 106.26img/s]
CommunityForensics: 20012img [27:44, 109.51img/s]
CommunityForensics: 20024img [27:45, 99.73img/s] 
CommunityForensics: 20035img [27:45, 87.00img/s]
CommunityForensics: 20045img [27:45, 89.44img/s]
CommunityForensics: 20055img [27:45, 91.75img/s]
CommunityForensics: 20067img [27:45, 98.34img/s]
CommunityForensics: 20078img [27:45, 99.19img/s]
CommunityForensics: 20090img [27:45, 104.09img/s]
CommunityForensics: 20102img [27:45, 108.22img/s]
CommunityForensics: 20113img [27:45, 105.49img/s]
CommunityForensics: 20124img [27:46, 105.55img/s]
CommunityForensics: 20135img [27:46, 93.62img/s] 
CommunityForensics: 20145img [27:46, 74.33img/s]
CommunityForensics: 20154img [27:46, 71.70img/s]
CommunityForensics: 20162img [27:46, 73.13img/s]
CommunityForensics: 20170img [27:46, 73.30img/s]
CommunityForensics: 20178img [27:46, 72.47img/s]
CommunityForensics: 20189img [27:47, 79.40img/s]
CommunityForensics: 20198img [27:47, 78.26img/s]
CommunityForensics: 20210img [27:47, 87.51img/s]
CommunityForensics: 20221img [27:47, 91.36img/s]
CommunityForensics: 20232img [27:47, 94.80img/s]
CommunityForensics: 20242img [27:47, 92.82img/s]
CommunityForensics: 20252img [27:47, 94.65img/s]
CommunityForensics: 20263img [27:47, 96.88img/s]
CommunityForensics: 20276img [27:47, 103.60img/s]
CommunityForensics: 20287img [27:47, 102.82img/s]
CommunityForensics: 20298img [27:48, 99.69img/s] 
CommunityForensics: 20309img [27:48, 97.45img/s]
CommunityForensics: 20321img [27:48, 101.40img/s]
CommunityForensics: 20332img [27:48, 98.36img/s] 
CommunityForensics: 20343img [27:48, 99.78img/s]
CommunityForensics: 20354img [27:48, 99.86img/s]
CommunityForensics: 20365img [27:48, 98.63img/s]
CommunityForensics: 20376img [27:48, 101.71img/s]
CommunityForensics: 20389img [27:48, 108.93img/s]
CommunityForensics: 20400img [27:49, 103.36img/s]
CommunityForensics: 20413img [27:49, 110.27img/s]
CommunityForensics: 20425img [27:49, 107.44img/s]
CommunityForensics: 20436img [27:49, 106.53img/s]
CommunityForensics: 20447img [27:49, 104.86img/s]
CommunityForensics: 20459img [27:49, 102.94img/s]
CommunityForensics: 20470img [27:49, 103.44img/s]
CommunityForensics: 20481img [27:49, 102.00img/s]
CommunityForensics: 20492img [27:49, 104.07img/s]
CommunityForensics: 20503img [27:50, 105.59img/s]
CommunityForensics: 20514img [27:50, 106.62img/s]
CommunityForensics: 20525img [27:50, 103.23img/s]
CommunityForensics: 20536img [27:50, 98.31img/s] 
CommunityForensics: 20549img [27:50, 105.60img/s]
CommunityForensics: 20560img [27:50, 99.13img/s] 
CommunityForensics: 20572img [27:50, 103.15img/s]
CommunityForensics: 20583img [27:50, 104.62img/s]
CommunityForensics: 20594img [27:50, 102.12img/s]
CommunityForensics: 20605img [27:51, 101.86img/s]
CommunityForensics: 20617img [27:51, 106.71img/s]
CommunityForensics: 20629img [27:51, 109.55img/s]
CommunityForensics: 20641img [27:51, 106.21img/s]
CommunityForensics: 20652img [27:51, 102.65img/s]
CommunityForensics: 20664img [27:51, 106.31img/s]
CommunityForensics: 20675img [27:51, 97.94img/s] 
CommunityForensics: 20685img [27:51, 91.31img/s]
CommunityForensics: 20695img [27:52, 85.27img/s]
CommunityForensics: 20704img [27:52, 85.96img/s]
CommunityForensics: 20715img [27:52, 91.25img/s]
CommunityForensics: 20726img [27:52, 94.33img/s]
CommunityForensics: 20737img [27:52, 97.21img/s]
CommunityForensics: 20753img [27:52, 111.31img/s]
CommunityForensics: 20765img [27:52, 109.09img/s]
CommunityForensics: 20776img [27:52, 101.46img/s]
CommunityForensics: 20787img [27:52, 103.06img/s]
CommunityForensics: 20800img [27:53, 109.31img/s]
CommunityForensics: 20813img [27:53, 113.92img/s]
CommunityForensics: 20825img [27:53, 111.43img/s]
CommunityForensics: 20837img [27:53, 105.54img/s]
CommunityForensics: 20848img [27:53, 106.66img/s]
CommunityForensics: 20859img [27:53, 100.78img/s]
CommunityForensics: 20870img [27:53, 102.23img/s]
CommunityForensics: 20883img [27:53, 108.92img/s]
CommunityForensics: 20894img [27:53, 108.68img/s]
CommunityForensics: 20906img [27:53, 109.53img/s]
CommunityForensics: 20917img [27:54, 105.12img/s]
CommunityForensics: 20928img [27:54, 100.55img/s]
CommunityForensics: 20941img [27:54, 108.27img/s]
CommunityForensics: 20947img [28:07, 108.27img/s]'The read operation timed out' thrown while requesting GET https://huggingface.co/datasets/OwensLab/CommunityForensics-Small/resolve/6c539a534c07917307c381f5af4053c6091b5278/data/HFCF_small_104.parquet
Retrying in 1s [Retry 1/5].

CommunityForensics: 20948img [34:41, 11.74s/img] 
CommunityForensics: 20954img [34:41,  9.42s/img]
CommunityForensics: 20974img [34:41,  4.85s/img]
CommunityForensics: 20993img [34:41,  2.92s/img]
CommunityForensics: 21010img [34:41,  1.94s/img]
CommunityForensics: 21034img [34:41,  1.16s/img]
CommunityForensics: 21052img [34:41,  1.23img/s]
CommunityForensics: 21075img [34:41,  1.91img/s]
CommunityForensics: 21094img [34:41,  2.70img/s]
CommunityForensics: 21115img [34:42,  3.93img/s]
CommunityForensics: 21133img [34:42,  5.41img/s]
CommunityForensics: 21151img [34:42,  7.48img/s]
CommunityForensics: 21171img [34:42, 10.69img/s]
CommunityForensics: 21189img [34:42, 14.63img/s]
CommunityForensics: 21208img [34:42, 20.26img/s]
CommunityForensics: 21227img [34:42, 27.69img/s]
CommunityForensics: 21246img [34:42, 36.65img/s]
CommunityForensics: 21264img [34:42, 47.03img/s]
CommunityForensics: 21287img [34:42, 64.69img/s]
CommunityForensics: 21306img [34:43, 73.97img/s]
CommunityForensics: 21328img [34:43, 93.75img/s]
CommunityForensics: 21346img [34:43, 99.15img/s]
CommunityForensics: 21367img [34:43, 117.59img/s]
CommunityForensics: 21385img [34:43, 126.88img/s]
CommunityForensics: 21404img [34:43, 140.55img/s]
CommunityForensics: 21425img [34:43, 155.23img/s]
CommunityForensics: 21444img [34:43, 160.21img/s]
CommunityForensics: 21465img [34:44, 172.68img/s]
CommunityForensics: 21484img [34:44, 162.66img/s]
CommunityForensics: 21502img [34:44, 164.39img/s]
CommunityForensics: 21520img [34:44, 161.78img/s]
CommunityForensics: 21537img [34:44, 161.98img/s]
CommunityForensics: 21554img [34:44, 154.28img/s]
CommunityForensics: 21570img [34:44, 140.86img/s]
CommunityForensics: 21590img [34:44, 155.50img/s]
CommunityForensics: 21607img [34:44, 157.92img/s]
CommunityForensics: 21624img [34:45, 149.40img/s]
CommunityForensics: 21640img [34:45, 136.64img/s]
CommunityForensics: 21655img [34:45, 93.45img/s] 
CommunityForensics: 21667img [34:45, 83.50img/s]
CommunityForensics: 21680img [34:45, 92.13img/s]
CommunityForensics: 21697img [34:45, 106.36img/s]
CommunityForensics: 21715img [34:46, 123.09img/s]
CommunityForensics: 21729img [34:46, 122.17img/s]
CommunityForensics: 21746img [34:46, 132.52img/s]
CommunityForensics: 21761img [34:46, 120.07img/s]
CommunityForensics: 21778img [34:46, 130.06img/s]
CommunityForensics: 21796img [34:46, 140.03img/s]
CommunityForensics: 21811img [34:46, 134.30img/s]
CommunityForensics: 21833img [34:46, 156.55img/s]
CommunityForensics: 21850img [34:47, 145.59img/s]
CommunityForensics: 21867img [34:47, 150.43img/s]
CommunityForensics: 21883img [34:47, 150.41img/s]
CommunityForensics: 21899img [34:47, 144.53img/s]
CommunityForensics: 21916img [34:47, 149.55img/s]
CommunityForensics: 21932img [34:47, 121.39img/s]
CommunityForensics: 21954img [34:47, 144.22img/s]
CommunityForensics: 21978img [34:47, 168.18img/s]
CommunityForensics: 21997img [34:47, 166.10img/s]
CommunityForensics: 22015img [34:48, 156.94img/s]
CommunityForensics: 22041img [34:48, 181.91img/s]
CommunityForensics: 22060img [34:48, 165.02img/s]
CommunityForensics: 22082img [34:48, 177.87img/s]
CommunityForensics: 22105img [34:48, 191.62img/s]
CommunityForensics: 22129img [34:48, 204.00img/s]
CommunityForensics: 22150img [34:48, 190.50img/s]
CommunityForensics: 22170img [34:48, 189.52img/s]
CommunityForensics: 22190img [34:48, 187.79img/s]
CommunityForensics: 22210img [34:49, 180.80img/s]
CommunityForensics: 22235img [34:49, 198.76img/s]
CommunityForensics: 22256img [34:49, 197.24img/s]
CommunityForensics: 22276img [34:49, 189.00img/s]
CommunityForensics: 22296img [34:49, 164.85img/s]
CommunityForensics: 22318img [34:49, 177.38img/s]
CommunityForensics: 22337img [34:49, 159.11img/s]
CommunityForensics: 22354img [34:49, 145.94img/s]
CommunityForensics: 22370img [34:50, 143.43img/s]
CommunityForensics: 22385img [34:50, 144.96img/s]
CommunityForensics: 22400img [34:50, 141.86img/s]
CommunityForensics: 22419img [34:50, 152.73img/s]
CommunityForensics: 22435img [34:50, 148.91img/s]
CommunityForensics: 22456img [34:50, 161.10img/s]
CommunityForensics: 22478img [34:50, 172.20img/s]
CommunityForensics: 22498img [34:50, 179.81img/s]
CommunityForensics: 22517img [34:51, 155.70img/s]
CommunityForensics: 22542img [34:51, 179.60img/s]
CommunityForensics: 22567img [34:51, 196.02img/s]
CommunityForensics: 22591img [34:51, 205.84img/s]
CommunityForensics: 22615img [34:51, 214.44img/s]
CommunityForensics: 22641img [34:51, 225.22img/s]
CommunityForensics: 22667img [34:51, 233.23img/s]
CommunityForensics: 22691img [34:51, 229.34img/s]
CommunityForensics: 22720img [34:51, 245.42img/s]
CommunityForensics: 22749img [34:51, 257.60img/s]
CommunityForensics: 22777img [34:52, 262.41img/s]
CommunityForensics: 22804img [34:52, 262.77img/s]
CommunityForensics: 22831img [34:52, 258.64img/s]
CommunityForensics: 22857img [34:52, 255.01img/s]
CommunityForensics: 22889img [34:52, 272.02img/s]
CommunityForensics: 22917img [34:52, 266.76img/s]
CommunityForensics: 22944img [34:52, 267.51img/s]
CommunityForensics: 22971img [34:52, 257.28img/s]
CommunityForensics: 22998img [34:52, 259.77img/s]
CommunityForensics: 23025img [34:52, 254.87img/s]
CommunityForensics: 23051img [34:53, 245.81img/s]
CommunityForensics: 23076img [34:53, 241.32img/s]
CommunityForensics: 23101img [34:53, 229.91img/s]
CommunityForensics: 23127img [34:53, 236.25img/s]
CommunityForensics: 23151img [34:53, 235.32img/s]
CommunityForensics: 23175img [34:53, 235.00img/s]
CommunityForensics: 23199img [34:53, 228.41img/s]
CommunityForensics: 23222img [34:53, 223.38img/s]
CommunityForensics: 23245img [34:53, 216.86img/s]
CommunityForensics: 23270img [34:54, 224.87img/s]
CommunityForensics: 23295img [34:54, 228.15img/s]
CommunityForensics: 23320img [34:54, 232.61img/s]
CommunityForensics: 23344img [34:54, 230.28img/s]
CommunityForensics: 23368img [34:54, 225.83img/s]
CommunityForensics: 23392img [34:54, 228.62img/s]
CommunityForensics: 23417img [34:54, 234.54img/s]
CommunityForensics: 23441img [34:54, 223.99img/s]
CommunityForensics: 23464img [34:54, 221.57img/s]
CommunityForensics: 23487img [34:55, 206.74img/s]
CommunityForensics: 23508img [34:55, 191.78img/s]
CommunityForensics: 23528img [34:55, 177.70img/s]
CommunityForensics: 23547img [34:55, 174.52img/s]
CommunityForensics: 23565img [34:55, 155.10img/s]
CommunityForensics: 23581img [34:55, 150.31img/s]
CommunityForensics: 23597img [34:55, 152.36img/s]
CommunityForensics: 23613img [34:55, 151.68img/s]
CommunityForensics: 23629img [34:56, 145.19img/s]
CommunityForensics: 23644img [34:56, 140.19img/s]
CommunityForensics: 23660img [34:56, 143.18img/s]
CommunityForensics: 23675img [34:56, 117.06img/s]
CommunityForensics: 23688img [34:56, 110.30img/s]
CommunityForensics: 23700img [34:56, 112.49img/s]
CommunityForensics: 23712img [34:56, 111.19img/s]
CommunityForensics: 23831img [34:56, 392.70img/s]
CommunityForensics: 23939img [35:10, 392.70img/s]
CommunityForensics: 23940img [39:04,  1.16s/img] 
CommunityForensics: 23953img [39:04,  1.06s/img]
CommunityForensics: 23988img [39:04,  1.23img/s]
CommunityForensics: 24017img [39:04,  1.56img/s]
CommunityForensics: 24042img [39:04,  1.98img/s]
CommunityForensics: 24066img [39:04,  2.54img/s]
CommunityForensics: 24089img [39:05,  3.31img/s]
CommunityForensics: 24111img [39:05,  4.35img/s]
CommunityForensics: 24132img [39:05,  5.75img/s]
CommunityForensics: 24152img [39:05,  7.61img/s]
CommunityForensics: 24172img [39:05, 10.20img/s]
CommunityForensics: 24191img [39:05, 13.53img/s]
CommunityForensics: 24209img [39:05, 17.78img/s]
CommunityForensics: 24229img [39:05, 24.29img/s]
CommunityForensics: 24247img [39:06, 31.83img/s]
CommunityForensics: 24265img [39:06, 41.18img/s]
CommunityForensics: 24283img [39:06, 52.21img/s]
CommunityForensics: 24300img [39:06, 63.82img/s]
CommunityForensics: 24317img [39:06, 75.19img/s]
CommunityForensics: 24337img [39:06, 94.22img/s]
CommunityForensics: 24354img [39:06, 104.29img/s]
CommunityForensics: 24371img [39:06, 116.67img/s]
CommunityForensics: 24390img [39:06, 131.21img/s]
CommunityForensics: 24407img [39:07, 140.17img/s]
CommunityForensics: 24424img [39:07, 144.43img/s]
CommunityForensics: 24443img [39:07, 153.15img/s]
CommunityForensics: 24460img [39:07, 151.28img/s]
CommunityForensics: 24481img [39:07, 166.80img/s]
CommunityForensics: 24499img [39:07, 161.18img/s]
CommunityForensics: 24516img [39:07, 163.34img/s]
CommunityForensics: 24533img [39:07, 156.91img/s]
CommunityForensics: 24550img [39:07, 159.34img/s]
CommunityForensics: 24570img [39:07, 169.59img/s]
CommunityForensics: 24593img [39:08, 186.65img/s]
CommunityForensics: 24612img [39:08, 180.35img/s]
CommunityForensics: 24631img [39:08, 166.27img/s]
CommunityForensics: 24648img [39:08, 153.75img/s]
CommunityForensics: 24665img [39:08, 156.05img/s]
CommunityForensics: 24686img [39:08, 164.62img/s]
CommunityForensics: 24709img [39:08, 181.89img/s]
CommunityForensics: 24728img [39:09, 138.23img/s]
CommunityForensics: 24744img [39:09, 113.27img/s]
CommunityForensics: 24762img [39:09, 119.08img/s]
CommunityForensics: 24784img [39:09, 140.56img/s]
CommunityForensics: 24800img [39:09, 139.13img/s]
CommunityForensics: 24825img [39:09, 165.70img/s]
CommunityForensics: 24843img [39:09, 149.62img/s]
CommunityForensics: 24860img [39:09, 147.29img/s]
CommunityForensics: 24876img [39:10, 137.04img/s]
CommunityForensics: 24891img [39:10, 124.78img/s]
CommunityForensics: 24915img [39:10, 150.42img/s]
CommunityForensics: 24931img [39:10, 150.76img/s]
CommunityForensics: 24947img [39:10, 149.54img/s]
CommunityForensics: 24965img [39:10, 156.10img/s]
CommunityForensics: 24981img [39:10, 98.22img/s] 
CommunityForensics: 24994img [39:11, 84.58img/s]
CommunityForensics: 25005img [39:11, 80.14img/s]
CommunityForensics: 25015img [39:11, 68.75img/s]
CommunityForensics: 25025img [39:11, 73.81img/s]
CommunityForensics: 25034img [39:11, 71.06img/s]
CommunityForensics: 25043img [39:11, 71.28img/s]
CommunityForensics: 25054img [39:12, 79.77img/s]
CommunityForensics: 25063img [39:12, 77.83img/s]
CommunityForensics: 25072img [39:12, 76.34img/s]
CommunityForensics: 25085img [39:12, 89.42img/s]
CommunityForensics: 25103img [39:12, 113.13img/s]
CommunityForensics: 25119img [39:12, 117.52img/s]
CommunityForensics: 25132img [39:12, 115.21img/s]
CommunityForensics: 25146img [39:12, 120.86img/s]
CommunityForensics: 25159img [39:12, 122.03img/s]
CommunityForensics: 25172img [39:13, 119.94img/s]
CommunityForensics: 25186img [39:13, 123.65img/s]
CommunityForensics: 25199img [39:13, 61.48img/s] 
CommunityForensics: 25209img [39:14, 24.77img/s]
CommunityForensics: 25216img [39:15, 24.25img/s]
CommunityForensics: 25222img [39:15, 25.10img/s]
CommunityForensics: 25227img [39:15, 24.33img/s]
CommunityForensics: 25231img [39:15, 22.83img/s]
CommunityForensics: 25235img [39:16, 20.54img/s]
CommunityForensics: 25238img [39:16, 20.82img/s]
CommunityForensics: 25241img [39:16, 20.53img/s]
CommunityForensics: 25244img [39:16, 21.86img/s]
CommunityForensics: 25247img [39:16, 21.90img/s]
CommunityForensics: 25250img [39:16, 17.89img/s]
CommunityForensics: 25254img [39:17, 19.39img/s]
CommunityForensics: 25258img [39:17, 20.44img/s]
CommunityForensics: 25261img [39:17, 19.55img/s]
CommunityForensics: 25264img [39:17, 19.81img/s]
CommunityForensics: 25269img [39:17, 23.16img/s]
CommunityForensics: 25272img [39:17, 22.65img/s]
CommunityForensics: 25275img [39:17, 22.03img/s]
CommunityForensics: 25278img [39:18, 20.66img/s]
CommunityForensics: 25281img [39:18, 19.47img/s]
CommunityForensics: 25284img [39:18, 20.56img/s]
CommunityForensics: 25288img [39:18, 23.81img/s]
CommunityForensics: 25291img [39:18, 23.26img/s]
CommunityForensics: 25294img [39:18, 23.53img/s]
CommunityForensics: 25297img [39:18, 24.69img/s]
CommunityForensics: 25300img [39:19, 24.90img/s]
CommunityForensics: 25303img [39:19, 22.87img/s]
CommunityForensics: 25306img [39:19, 20.60img/s]
CommunityForensics: 25309img [39:19, 20.95img/s]
CommunityForensics: 25312img [39:19, 22.94img/s]
CommunityForensics: 25315img [39:19, 24.08img/s]
CommunityForensics: 25318img [39:19, 23.24img/s]
CommunityForensics: 25321img [39:20, 21.02img/s]
CommunityForensics: 25324img [39:20, 20.43img/s]
CommunityForensics: 25327img [39:20, 20.07img/s]
CommunityForensics: 25330img [39:20, 19.91img/s]
CommunityForensics: 25333img [39:20, 21.78img/s]
CommunityForensics: 25336img [39:20, 18.96img/s]
CommunityForensics: 25339img [39:20, 18.43img/s]
CommunityForensics: 25344img [39:21, 24.93img/s]
CommunityForensics: 25347img [39:21, 23.08img/s]
CommunityForensics: 25350img [39:21, 21.07img/s]
CommunityForensics: 25353img [39:21, 20.67img/s]
CommunityForensics: 25356img [39:21, 20.22img/s]
CommunityForensics: 25359img [39:21, 20.80img/s]
CommunityForensics: 25363img [39:21, 24.29img/s]
CommunityForensics: 25366img [39:22, 22.39img/s]
CommunityForensics: 25369img [39:22, 21.61img/s]
CommunityForensics: 25372img [39:22, 20.45img/s]
CommunityForensics: 25375img [39:22, 20.84img/s]
CommunityForensics: 25378img [39:22, 21.72img/s]
CommunityForensics: 25381img [39:22, 21.06img/s]
CommunityForensics: 25384img [39:23, 18.99img/s]
CommunityForensics: 25386img [39:23, 19.20img/s]
CommunityForensics: 25389img [39:23, 19.50img/s]
CommunityForensics: 25391img [39:23, 18.86img/s]
CommunityForensics: 25393img [39:23, 16.85img/s]
CommunityForensics: 25396img [39:23, 19.59img/s]
CommunityForensics: 25399img [39:23, 20.53img/s]
CommunityForensics: 25402img [39:24, 16.82img/s]
CommunityForensics: 25404img [39:24, 16.97img/s]
CommunityForensics: 25406img [39:24, 17.59img/s]
CommunityForensics: 25419img [39:24, 42.79img/s]
CommunityForensics: 25445img [39:24, 95.10img/s]
CommunityForensics: 25464img [39:24, 119.53img/s]
CommunityForensics: 25486img [39:24, 145.35img/s]
CommunityForensics: 25506img [39:24, 152.38img/s]
CommunityForensics: 25522img [39:24, 154.33img/s]
CommunityForensics: 25538img [39:25, 155.59img/s]
CommunityForensics: 25557img [39:25, 164.03img/s]
CommunityForensics: 25576img [39:25, 166.62img/s]
CommunityForensics: 25593img [39:25, 159.51img/s]
CommunityForensics: 25610img [39:25, 120.31img/s]
CommunityForensics: 25624img [39:25, 79.21img/s] 
CommunityForensics: 25635img [39:26, 81.66img/s]
CommunityForensics: 25654img [39:26, 102.19img/s]
CommunityForensics: 25675img [39:26, 123.61img/s]
CommunityForensics: 25691img [39:26, 131.42img/s]
CommunityForensics: 25707img [39:26, 130.19img/s]
CommunityForensics: 25722img [39:26, 131.60img/s]
CommunityForensics: 25746img [39:26, 158.51img/s]
CommunityForensics: 25769img [39:26, 177.07img/s]
CommunityForensics: 25788img [39:26, 163.87img/s]
CommunityForensics: 25810img [39:27, 178.41img/s]
CommunityForensics: 25833img [39:27, 192.46img/s]
CommunityForensics: 25855img [39:27, 199.81img/s]
CommunityForensics: 25876img [39:27, 180.21img/s]
CommunityForensics: 25898img [39:27, 189.82img/s]
CommunityForensics: 25918img [39:27, 187.78img/s]
CommunityForensics: 25938img [39:27, 186.44img/s]
CommunityForensics: 25961img [39:27, 197.23img/s]
CommunityForensics: 25985img [39:27, 209.26img/s]
CommunityForensics: 26007img [39:28, 211.31img/s]
CommunityForensics: 26029img [39:28, 198.89img/s]
CommunityForensics: 26052img [39:28, 205.58img/s]
CommunityForensics: 26073img [39:28, 197.37img/s]
CommunityForensics: 26093img [39:28, 179.39img/s]
CommunityForensics: 26113img [39:28, 183.31img/s]
CommunityForensics: 26132img [39:28, 169.90img/s]
CommunityForensics: 26155img [39:28, 182.81img/s]
CommunityForensics: 26174img [39:28, 171.08img/s]
CommunityForensics: 26192img [39:29, 153.67img/s]
CommunityForensics: 26210img [39:29, 155.13img/s]
CommunityForensics: 26226img [39:29, 143.09img/s]
CommunityForensics: 26241img [39:29, 116.92img/s]
CommunityForensics: 26260img [39:29, 132.62img/s]
CommunityForensics: 26276img [39:29, 138.55img/s]
CommunityForensics: 26294img [39:29, 149.03img/s]
CommunityForensics: 26310img [39:29, 137.70img/s]
CommunityForensics: 26325img [39:30, 133.02img/s]
CommunityForensics: 26345img [39:30, 147.89img/s]
CommunityForensics: 26362img [39:30, 150.94img/s]
CommunityForensics: 26378img [39:30, 126.44img/s]
CommunityForensics: 26392img [39:30, 100.88img/s]
CommunityForensics: 26404img [39:30, 101.67img/s]
CommunityForensics: 26418img [39:30, 108.26img/s]
CommunityForensics: 26430img [39:31, 100.06img/s]
CommunityForensics: 26441img [39:31, 95.19img/s] 
CommunityForensics: 26455img [39:31, 104.28img/s]
CommunityForensics: 26466img [39:31, 103.83img/s]
CommunityForensics: 26477img [39:31, 104.67img/s]
CommunityForensics: 26491img [39:31, 111.55img/s]
CommunityForensics: 26506img [39:31, 118.53img/s]
CommunityForensics: 26528img [39:31, 146.19img/s]
CommunityForensics: 26544img [39:31, 149.56img/s]
CommunityForensics: 26563img [39:32, 160.98img/s]
CommunityForensics: 26585img [39:32, 177.18img/s]
CommunityForensics: 26606img [39:32, 181.49img/s]
CommunityForensics: 26627img [39:32, 186.39img/s]
